holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour
No Holiday,279.66,0.0,0.0,75,Clouds,broken clouds,2012-11-22 07:00:00,1094,7
No Holiday,279.47,0.0,0.0,75,Clouds,broken clouds,2012-11-22 08:00:00,1119,8
No Holiday,281.16,0.0,0.0,90,Haze,haze,2012-11-22 09:00:00,1674,9
No Holiday,283.0,0.0,0.0,75,Clouds,broken clouds,2012-11-22 10:00:00,2477,10
No Holiday,284.99,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 11:00:00,3245,11
No Holiday,285.88,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 12:00:00,3461,12
No Holiday,286.87,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 13:00:00,3213,13
No Holiday,287.98,0.0,0.0,75,Clouds,broken clouds,2012-11-22 14:00:00,3090,14
No Holiday,288.46,0.0,0.0,75,Clouds,broken clouds,2012-11-22 15:00:00,3068,15
No Holiday,287.3,0.0,0.0,75,Clouds,broken clouds,2012-11-22 16:00:00,3152,16
No Holiday,285.57,0.0,0.0,75,Clouds,broken clouds,2012-11-22 17:00:00,3023,17
No Holiday,284.82,0.0,0.0,75,Clouds,broken clouds,2012-11-22 18:00:00,3083,18
No Holiday,285.57,0.0,0.0,40,Clouds,scattered clouds,2012-11-22 19:00:00,3010,19
No Holiday,287.12,0.0,0.0,75,Clouds,broken clouds,2012-11-22 20:00:00,3002,20
No Holiday,287.97,0.0,0.0,75,Clouds,broken clouds,2012-11-22 21:00:00,2533,21
No Holiday,288.23,0.0,0.0,75,Clouds,broken clouds,2012-11-22 22:00:00,1958,22
No Holiday,288.22,0.0,0.0,75,Clouds,broken clouds,2012-11-22 23:00:00,1390,23
No Holiday,287.46,0.0,0.0,75,Clouds,broken clouds,2012-11-23 00:00:00,693,0
No Holiday,286.67,0.0,0.0,20,Clouds,few clouds,2012-11-23 01:00:00,482,1
No Holiday,286.01,0.0,0.0,20,Clouds,few clouds,2012-11-23 02:00:00,370,2
No Holiday,285.37,0.0,0.0,20,Clouds,few clouds,2012-11-23 03:00:00,341,3
No Holiday,284.82,0.0,0.0,20,Clouds,few clouds,2012-11-23 04:00:00,456,4
No Holiday,284.58,0.0,0.0,75,Clouds,broken clouds,2012-11-23 05:00:00,1105,5
No Holiday,284.06,0.0,0.0,75,Clouds,broken clouds,2012-11-23 06:00:00,2069,6
No Holiday,283.35,0.0,0.0,75,Clouds,broken clouds,2012-11-23 07:00:00,2381,7
No Holiday,283.0,0.0,0.0,75,Clouds,broken clouds,2012-11-23 08:00:00,2364,8
No Holiday,283.89,0.0,0.0,75,Clouds,broken clouds,2012-11-23 09:00:00,2783,9
No Holiday,284.9,0.0,0.0,40,Clouds,scattered clouds,2012-11-23 10:00:00,3230,10
No Holiday,284.99,0.0,0.0,40,Clouds,scattered clouds,2012-11-23 11:00:00,3586,11
No Holiday,284.15,0.0,0.0,75,Clouds,broken clouds,2012-11-23 12:00:00,3947,12
No Holiday,282.15,0.0,0.0,75,Clouds,broken clouds,2012-11-23 13:00:00,3800,13
No Holiday,279.39,0.0,0.0,75,Clouds,broken clouds,2012-11-23 14:00:00,4231,14
No Holiday,277.38,0.0,0.0,75,Snow,heavy snow,2012-11-23 15:00:00,4174,15
No Holiday,276.44,0.0,0.0,90,Rain,light rain,2012-11-23 16:00:00,4079,16
No Holiday,276.44,0.0,0.0,90,Snow,heavy snow,2012-11-23 16:00:00,4079,16
No Holiday,274.35,0.0,0.0,90,Snow,heavy snow,2012-11-23 17:00:00,3900,17
No Holiday,274.35,0.0,0.0,90,Mist,mist,2012-11-23 17:00:00,3900,17
No Holiday,273.13,0.0,0.0,90,Snow,heavy snow,2012-11-23 18:00:00,3420,18
No Holiday,273.13,0.0,0.0,90,Mist,mist,2012-11-23 18:00:00,3420,18
No Holiday,272.42,0.0,0.0,90,Snow,snow,2012-11-23 19:00:00,2876,19
No Holiday,272.42,0.0,0.0,90,Fog,fog,2012-11-23 19:00:00,2876,19
No Holiday,272.42,0.0,0.0,90,Snow,heavy snow,2012-11-23 19:00:00,2876,19
No Holiday,272.42,0.0,0.0,90,Mist,mist,2012-11-23 19:00:00,2876,19
No Holiday,271.6,0.0,0.0,90,Snow,heavy snow,2012-11-23 20:00:00,2543,20
No Holiday,271.6,0.0,0.0,90,Mist,mist,2012-11-23 20:00:00,2543,20
No Holiday,271.6,0.0,0.0,90,Snow,snow,2012-11-23 20:00:00,2543,20
No Holiday,270.59,0.0,0.0,90,Haze,haze,2012-11-23 21:00:00,2221,21
No Holiday,269.61,0.0,0.0,90,Snow,heavy snow,2012-11-23 22:00:00,2148,22
No Holiday,268.72,0.0,0.0,90,Snow,heavy snow,2012-11-23 23:00:00,1512,23
No Holiday,268.72,0.0,0.0,90,Mist,mist,2012-11-23 23:00:00,1512,23
No Holiday,268.06,0.0,0.0,90,Snow,heavy snow,2012-11-24 00:00:00,917,0
No Holiday,267.76,0.0,0.0,90,Snow,heavy snow,2012-11-24 01:00:00,611,1
No Holiday,267.76,0.0,0.0,90,Haze,haze,2012-11-24 01:00:00,611,1
No Holiday,267.19,0.0,0.0,90,Snow,heavy snow,2012-11-24 02:00:00,470,2
No Holiday,266.59,0.0,0.0,90,Snow,heavy snow,2012-11-24 03:00:00,322,3
No Holiday,266.59,0.0,0.0,90,Mist,mist,2012-11-24 03:00:00,322,3
No Holiday,265.86,0.0,0.0,90,Snow,heavy snow,2012-11-24 04:00:00,299,4
No Holiday,265.6,0.0,0.0,90,Snow,heavy snow,2012-11-24 05:00:00,574,5
No Holiday,265.55,0.0,0.0,90,Snow,heavy snow,2012-11-24 06:00:00,1017,6
No Holiday,265.5,0.0,0.0,90,Snow,heavy snow,2012-11-24 07:00:00,1348,7
No Holiday,266.01,0.0,0.0,75,Snow,heavy snow,2012-11-24 08:00:00,1878,8
No Holiday,266.51,0.0,0.0,90,Snow,heavy snow,2012-11-24 09:00:00,2753,9
No Holiday,266.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 10:00:00,3178,10
No Holiday,267.78,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 11:00:00,3880,11
No Holiday,268.76,0.0,0.0,1,Clear,sky is clear,2012-11-24 12:00:00,4312,12
No Holiday,269.24,0.0,0.0,1,Clear,sky is clear,2012-11-24 13:00:00,4494,13
No Holiday,269.4,0.0,0.0,40,Clouds,scattered clouds,2012-11-24 14:00:00,4206,14
No Holiday,269.2,0.0,0.0,75,Clouds,broken clouds,2012-11-24 15:00:00,4204,15
No Holiday,269.15,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 16:00:00,4449,16
No Holiday,268.5,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 17:00:00,4357,17
No Holiday,267.82,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 18:00:00,3905,18
No Holiday,266.92,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 19:00:00,3068,19
No Holiday,265.61,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 20:00:00,2779,20
No Holiday,262.33,0.0,0.0,1,Clear,sky is clear,2012-11-25 01:00:00,689,1
No Holiday,261.45,0.0,0.0,1,Clear,sky is clear,2012-11-25 02:00:00,536,2
No Holiday,261.08,0.0,0.0,1,Clear,sky is clear,2012-11-25 03:00:00,322,3
No Holiday,260.62,0.0,0.0,1,Clear,sky is clear,2012-11-25 04:00:00,271,4
No Holiday,260.24,0.0,0.0,1,Clear,sky is clear,2012-11-25 05:00:00,426,5
No Holiday,259.88,0.0,0.0,1,Clear,sky is clear,2012-11-25 06:00:00,726,6
No Holiday,259.78,0.0,0.0,1,Clear,sky is clear,2012-11-25 07:00:00,910,7
No Holiday,260.82,0.0,0.0,20,Clouds,few clouds,2012-11-25 08:00:00,1366,8
No Holiday,263.42,0.0,0.0,75,Clouds,broken clouds,2012-11-25 09:00:00,2222,9
No Holiday,265.24,0.0,0.0,20,Clouds,few clouds,2012-11-25 10:00:00,2918,10
No Holiday,266.31,0.0,0.0,75,Clouds,broken clouds,2012-11-25 11:00:00,3413,11
No Holiday,267.37,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 12:00:00,3724,12
No Holiday,268.13,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 13:00:00,3949,13
No Holiday,268.93,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 14:00:00,4076,14
No Holiday,269.41,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 15:00:00,4729,15
No Holiday,270.1,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 16:00:00,4880,16
No Holiday,270.37,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 17:00:00,4435,17
No Holiday,270.61,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 18:00:00,3749,18
No Holiday,270.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 19:00:00,3381,19
No Holiday,271.02,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 20:00:00,2809,20
No Holiday,270.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 21:00:00,2150,21
No Holiday,270.97,0.0,0.0,90,Snow,heavy snow,2012-11-25 22:00:00,1533,22
No Holiday,270.97,0.0,0.0,40,Clouds,scattered clouds,2012-11-25 23:00:00,925,23
No Holiday,271.25,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 00:00:00,524,0
No Holiday,271.34,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 01:00:00,293,1
No Holiday,271.79,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 02:00:00,258,2
No Holiday,271.75,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 03:00:00,337,3
No Holiday,271.62,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 04:00:00,771,4
No Holiday,271.48,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 05:00:00,2496,5
No Holiday,271.14,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 06:00:00,5529,6
No Holiday,270.77,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 07:00:00,6752,7
No Holiday,270.73,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 08:00:00,5787,8
No Holiday,270.89,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 09:00:00,4699,9
No Holiday,270.97,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 10:00:00,4271,10
No Holiday,270.64,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 11:00:00,4314,11
No Holiday,270.39,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 12:00:00,4603,12
No Holiday,271.26,0.0,0.0,86,Clouds,overcast clouds,2012-11-26 13:00:00,4816,13
No Holiday,271.65,0.0,0.0,75,Snow,heavy snow,2012-11-26 15:00:00,5449,15
No Holiday,271.6,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 16:00:00,6238,16
No Holiday,271.36,0.0,0.0,75,Clouds,broken clouds,2012-11-26 17:00:00,5761,17
No Holiday,271.32,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 18:00:00,4022,18
No Holiday,271.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 19:00:00,2874,19
No Holiday,271.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 20:00:00,2362,20
No Holiday,270.6,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 21:00:00,2098,21
No Holiday,269.59,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 22:00:00,1342,22
No Holiday,268.57,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 23:00:00,944,23
No Holiday,267.12,0.0,0.0,90,Clouds,overcast clouds,2012-11-27 00:00:00,459,0
No Holiday,265.53,0.0,0.0,75,Clouds,broken clouds,2012-11-27 01:00:00,303,1
No Holiday,264.4,0.0,0.0,75,Snow,heavy snow,2012-11-27 02:00:00,247,2
No Holiday,262.98,0.0,0.0,40,Clouds,scattered clouds,2012-11-27 03:00:00,337,3
No Holiday,262.44,0.0,0.0,40,Snow,heavy snow,2012-11-27 04:00:00,781,4
No Holiday,261.77,0.0,0.0,90,Snow,heavy snow,2012-11-27 05:00:00,2601,5
No Holiday,261.27,0.0,0.0,90,Snow,heavy snow,2012-11-27 06:00:00,5639,6
No Holiday,260.62,0.0,0.0,75,Clouds,broken clouds,2012-11-27 07:00:00,6768,7
No Holiday,260.47,0.0,0.0,40,Clouds,scattered clouds,2012-11-27 08:00:00,6116,8
No Holiday,261.12,0.0,0.0,1,Clear,sky is clear,2012-11-27 09:00:00,5215,9
No Holiday,262.6,0.0,0.0,1,Clear,sky is clear,2012-11-27 10:00:00,4315,10
No Holiday,263.5,0.0,0.0,1,Clear,sky is clear,2012-11-27 11:00:00,4497,11
No Holiday,264.4,0.0,0.0,1,Clear,sky is clear,2012-11-27 12:00:00,4799,12
No Holiday,265.23,0.0,0.0,1,Clear,sky is clear,2012-11-27 13:00:00,4884,13
No Holiday,266.06,0.0,0.0,1,Clear,sky is clear,2012-11-27 14:00:00,5234,14
No Holiday,266.17,0.0,0.0,1,Clear,sky is clear,2012-11-27 15:00:00,5665,15
No Holiday,266.01,0.0,0.0,1,Clear,sky is clear,2012-11-27 16:00:00,6428,16
No Holiday,264.93,0.0,0.0,1,Clear,sky is clear,2012-11-27 17:00:00,6092,17
No Holiday,264.26,0.0,0.0,1,Clear,sky is clear,2012-11-27 18:00:00,4317,18
No Holiday,263.8,0.0,0.0,1,Clear,sky is clear,2012-11-27 19:00:00,3137,19
No Holiday,263.33,0.0,0.0,1,Clear,sky is clear,2012-11-27 20:00:00,2647,20
No Holiday,263.47,0.0,0.0,1,Clear,sky is clear,2012-11-27 21:00:00,2194,21
No Holiday,263.55,0.0,0.0,1,Clear,sky is clear,2012-11-27 22:00:00,1523,22
No Holiday,263.83,0.0,0.0,1,Clear,sky is clear,2012-11-27 23:00:00,949,23
No Holiday,264.18,0.0,0.0,1,Clear,sky is clear,2012-11-28 00:00:00,510,0
No Holiday,264.21,0.0,0.0,20,Clouds,few clouds,2012-11-28 01:00:00,342,1
No Holiday,264.75,0.0,0.0,75,Clouds,broken clouds,2012-11-28 02:00:00,245,2
No Holiday,264.94,0.0,0.0,75,Clouds,broken clouds,2012-11-28 03:00:00,352,3
No Holiday,265.07,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 04:00:00,759,4
No Holiday,265.25,0.0,0.0,75,Clouds,broken clouds,2012-11-28 05:00:00,2638,5
No Holiday,264.84,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 06:00:00,5816,6
No Holiday,265.03,0.0,0.0,20,Clouds,few clouds,2012-11-28 07:00:00,6995,7
No Holiday,265.28,0.0,0.0,75,Clouds,broken clouds,2012-11-28 08:00:00,6071,8
No Holiday,267.05,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 09:00:00,5228,9
No Holiday,268.83,0.0,0.0,75,Clouds,broken clouds,2012-11-28 10:00:00,4570,10
No Holiday,270.43,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 11:00:00,4809,11
No Holiday,272.28,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 12:00:00,4839,12
No Holiday,273.82,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 13:00:00,4837,13
No Holiday,275.34,0.0,0.0,75,Clouds,broken clouds,2012-11-28 14:00:00,5290,14
No Holiday,276.01,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 15:00:00,5621,15
No Holiday,275.25,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 16:00:00,6116,16
No Holiday,273.84,0.0,0.0,75,Clouds,broken clouds,2012-11-28 17:00:00,5813,17
No Holiday,272.17,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 18:00:00,4314,18
No Holiday,270.99,0.0,0.0,20,Clouds,few clouds,2012-11-28 19:00:00,3077,19
No Holiday,270.23,0.0,0.0,1,Clear,sky is clear,2012-11-28 20:00:00,2691,20
No Holiday,269.63,0.0,0.0,1,Clear,sky is clear,2012-11-28 21:00:00,2297,21
No Holiday,269.59,0.0,0.0,1,Clear,sky is clear,2012-11-28 22:00:00,1568,22
No Holiday,269.52,0.0,0.0,1,Clear,sky is clear,2012-11-28 23:00:00,1020,23
No Holiday,269.69,0.0,0.0,20,Clouds,few clouds,2012-11-29 00:00:00,561,0
No Holiday,269.84,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 01:00:00,358,1
No Holiday,269.7,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 02:00:00,279,2
No Holiday,269.73,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 03:00:00,363,3
No Holiday,269.51,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 04:00:00,784,4
No Holiday,269.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 05:00:00,2612,5
No Holiday,269.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 06:00:00,5608,6
No Holiday,269.56,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 07:00:00,7020,7
No Holiday,269.6,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 08:00:00,6072,8
No Holiday,270.12,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 09:00:00,5403,9
No Holiday,270.96,0.0,0.0,75,Clouds,broken clouds,2012-11-29 10:00:00,4566,10
No Holiday,271.43,0.0,0.0,75,Clouds,broken clouds,2012-11-29 11:00:00,4906,11
No Holiday,273.12,0.0,0.0,75,Clouds,broken clouds,2012-11-29 12:00:00,5081,12
No Holiday,273.26,0.0,0.0,1,Clear,sky is clear,2012-11-29 13:00:00,5101,13
No Holiday,274.36,0.0,0.0,75,Clouds,broken clouds,2012-11-29 14:00:00,5463,14
No Holiday,274.33,0.0,0.0,75,Clouds,broken clouds,2012-11-29 15:00:00,5945,15
No Holiday,273.67,0.0,0.0,16,Clouds,few clouds,2012-11-29 16:00:00,6489,16
No Holiday,272.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 17:00:00,6078,17
No Holiday,272.48,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 18:00:00,4522,18
No Holiday,272.56,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 19:00:00,3293,19
No Holiday,272.93,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 20:00:00,2913,20
No Holiday,273.13,0.0,0.0,16,Clouds,few clouds,2012-11-29 21:00:00,2571,21
No Holiday,273.92,0.0,0.0,16,Clouds,few clouds,2012-11-29 23:00:00,1070,23
No Holiday,273.92,0.0,0.0,16,Clouds,few clouds,2012-11-30 00:00:00,591,0
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 01:00:00,382,1
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 02:00:00,340,2
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 03:00:00,381,3
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 04:00:00,784,4
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 05:00:00,2468,5
No Holiday,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 06:00:00,5503,6
No Holiday,271.22,0.0,0.0,59,Clouds,broken clouds,2012-11-30 07:00:00,6615,7
No Holiday,271.22,0.0,0.0,59,Clouds,broken clouds,2012-11-30 08:00:00,5913,8
No Holiday,271.22,0.0,0.0,59,Clouds,broken clouds,2012-11-30 09:00:00,5171,9
No Holiday,271.22,0.0,0.0,59,Clouds,broken clouds,2012-11-30 10:00:00,4840,10
No Holiday,271.22,0.0,0.0,59,Clouds,broken clouds,2012-11-30 11:00:00,5263,11
No Holiday,276.53,0.0,0.0,75,Clouds,broken clouds,2012-11-30 13:00:00,5446,13
No Holiday,276.41,0.0,0.0,75,Clouds,broken clouds,2012-11-30 14:00:00,5746,14
No Holiday,275.76,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 15:00:00,6110,15
No Holiday,275.24,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 16:00:00,6749,16
No Holiday,274.48,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 17:00:00,5518,17
No Holiday,273.88,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 18:00:00,5420,18
No Holiday,273.45,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 19:00:00,3618,19
No Holiday,272.8,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 20:00:00,3020,20
No Holiday,272.38,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 21:00:00,2987,21
No Holiday,272.33,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 22:00:00,2644,22
No Holiday,272.14,0.0,0.0,90,Clouds,overcast clouds,2012-11-30 23:00:00,1799,23
No Holiday,272.0,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 00:00:00,1103,0
No Holiday,272.13,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 01:00:00,702,1
No Holiday,271.81,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 02:00:00,588,2
No Holiday,271.63,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 03:00:00,411,3
No Holiday,271.54,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 04:00:00,384,4
No Holiday,271.68,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 05:00:00,748,5
No Holiday,272.23,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 06:00:00,1274,6
No Holiday,272.53,0.0,0.0,90,Haze,haze,2012-12-01 07:00:00,2192,7
No Holiday,273.09,0.0,0.0,90,Haze,haze,2012-12-01 08:00:00,2953,8
No Holiday,273.09,0.0,0.0,90,Mist,mist,2012-12-01 08:00:00,2953,8
No Holiday,273.42,0.0,0.0,90,Haze,haze,2012-12-01 09:00:00,3648,9
No Holiday,273.42,0.0,0.0,90,Mist,mist,2012-12-01 09:00:00,3648,9
No Holiday,273.79,0.0,0.0,90,Haze,haze,2012-12-01 10:00:00,3971,10
No Holiday,273.79,0.0,0.0,90,Mist,mist,2012-12-01 10:00:00,3971,10
No Holiday,274.06,0.0,0.0,90,Haze,haze,2012-12-01 11:00:00,4618,11
No Holiday,274.06,0.0,0.0,90,Mist,mist,2012-12-01 11:00:00,4618,11
No Holiday,274.38,0.0,0.0,90,Haze,haze,2012-12-01 12:00:00,5161,12
No Holiday,274.38,0.0,0.0,90,Mist,mist,2012-12-01 12:00:00,5161,12
No Holiday,274.57,0.0,0.0,90,Haze,haze,2012-12-01 13:00:00,4986,13
No Holiday,274.57,0.0,0.0,90,Mist,mist,2012-12-01 13:00:00,4986,13
No Holiday,274.84,0.0,0.0,90,Haze,haze,2012-12-01 14:00:00,4919,14
No Holiday,274.84,0.0,0.0,90,Mist,mist,2012-12-01 14:00:00,4919,14
No Holiday,274.72,0.0,0.0,90,Haze,haze,2012-12-01 15:00:00,4819,15
No Holiday,274.72,0.0,0.0,90,Mist,mist,2012-12-01 15:00:00,4819,15
No Holiday,274.56,0.0,0.0,90,Haze,haze,2012-12-01 16:00:00,5085,16
No Holiday,274.56,0.0,0.0,90,Mist,mist,2012-12-01 16:00:00,5085,16
No Holiday,274.56,0.0,0.0,90,Clouds,overcast clouds,2012-12-01 17:00:00,5231,17
No Holiday,274.38,0.0,0.0,90,Haze,haze,2012-12-01 18:00:00,4788,18
No Holiday,274.38,0.0,0.0,90,Mist,mist,2012-12-01 18:00:00,4788,18
No Holiday,274.04,0.0,0.0,90,Mist,mist,2012-12-01 19:00:00,3288,19
No Holiday,274.04,0.0,0.0,90,Haze,haze,2012-12-01 19:00:00,3288,19
No Holiday,273.86,0.0,0.0,90,Mist,mist,2012-12-01 20:00:00,2746,20
No Holiday,273.86,0.0,0.0,90,Haze,haze,2012-12-01 20:00:00,2746,20
No Holiday,273.86,0.0,0.0,90,Mist,mist,2012-12-01 21:00:00,2616,21
No Holiday,273.86,0.0,0.0,90,Mist,mist,2012-12-01 22:00:00,2489,22
No Holiday,274.0,0.0,0.0,90,Mist,mist,2012-12-01 23:00:00,1917,23
No Holiday,274.01,0.0,0.0,90,Mist,mist,2012-12-02 00:00:00,1341,0
No Holiday,274.52,0.0,0.0,90,Mist,mist,2012-12-02 01:00:00,825,1
No Holiday,274.8,0.0,0.0,90,Mist,mist,2012-12-02 02:00:00,627,2
No Holiday,275.18,0.0,0.0,90,Mist,mist,2012-12-02 03:00:00,339,3
No Holiday,275.59,0.0,0.0,90,Mist,mist,2012-12-02 04:00:00,301,4
No Holiday,275.91,0.0,0.0,90,Mist,mist,2012-12-02 05:00:00,447,5
No Holiday,275.73,0.0,0.0,90,Mist,mist,2012-12-02 06:00:00,667,6
No Holiday,275.86,0.0,0.0,90,Mist,mist,2012-12-02 07:00:00,1029,7
No Holiday,276.24,0.0,0.0,90,Mist,mist,2012-12-02 08:00:00,1613,8
No Holiday,277.86,0.0,0.0,100,Rain,light rain,2012-12-02 10:00:00,3179,10
No Holiday,277.86,0.0,0.0,100,Rain,light rain,2012-12-02 11:00:00,3642,11
No Holiday,279.43,0.0,0.0,100,Rain,light rain,2012-12-02 12:00:00,3770,12
No Holiday,279.85,0.0,0.0,90,Mist,mist,2012-12-02 13:00:00,3924,13
No Holiday,279.85,0.0,0.0,90,Haze,haze,2012-12-02 13:00:00,3924,13
No Holiday,280.55,0.0,0.0,90,Mist,mist,2012-12-02 14:00:00,3696,14
No Holiday,280.55,0.0,0.0,90,Haze,haze,2012-12-02 14:00:00,3696,14
No Holiday,280.8,0.0,0.0,90,Mist,mist,2012-12-02 15:00:00,4329,15
No Holiday,280.8,0.0,0.0,90,Haze,haze,2012-12-02 15:00:00,4329,15
No Holiday,280.8,0.0,0.0,90,Haze,haze,2012-12-02 16:00:00,4135,16
No Holiday,280.8,0.0,0.0,90,Mist,mist,2012-12-02 16:00:00,4135,16
No Holiday,280.65,0.0,0.0,90,Haze,haze,2012-12-02 17:00:00,3938,17
No Holiday,280.65,0.0,0.0,90,Mist,mist,2012-12-02 17:00:00,3938,17
No Holiday,279.0,0.0,0.0,90,Haze,haze,2012-12-02 18:00:00,3243,18
No Holiday,279.0,0.0,0.0,90,Mist,mist,2012-12-02 18:00:00,3243,18
No Holiday,277.24,0.0,0.0,40,Mist,mist,2012-12-02 19:00:00,2731,19
No Holiday,276.8,0.0,0.0,90,Mist,mist,2012-12-02 20:00:00,2319,20
No Holiday,276.38,0.0,0.0,90,Mist,mist,2012-12-02 21:00:00,2093,21
No Holiday,276.55,0.0,0.0,90,Mist,mist,2012-12-02 22:00:00,2350,22
No Holiday,276.01,0.0,0.0,75,Mist,mist,2012-12-02 23:00:00,930,23
No Holiday,276.01,0.0,0.0,75,Rain,light rain,2012-12-02 23:00:00,930,23
No Holiday,274.55,0.0,0.0,20,Mist,mist,2012-12-03 00:00:00,496,0
No Holiday,274.55,0.0,0.0,20,Fog,fog,2012-12-03 00:00:00,496,0
No Holiday,273.38,0.0,0.0,1,Fog,fog,2012-12-03 01:00:00,273,1
No Holiday,273.38,0.0,0.0,1,Mist,mist,2012-12-03 01:00:00,273,1
No Holiday,272.68,0.0,0.0,1,Mist,mist,2012-12-03 02:00:00,234,2
No Holiday,272.68,0.0,0.0,1,Fog,fog,2012-12-03 02:00:00,234,2
No Holiday,272.45,0.0,0.0,1,Mist,mist,2012-12-03 03:00:00,291,3
No Holiday,272.45,0.0,0.0,1,Fog,fog,2012-12-03 03:00:00,291,3
No Holiday,271.65,0.0,0.0,20,Mist,mist,2012-12-03 04:00:00,802,4
No Holiday,271.65,0.0,0.0,20,Fog,fog,2012-12-03 04:00:00,802,4
No Holiday,271.25,0.0,0.0,90,Fog,fog,2012-12-03 05:00:00,2518,5
No Holiday,271.06,0.0,0.0,90,Fog,fog,2012-12-03 06:00:00,5506,6
No Holiday,271.48,0.0,0.0,90,Fog,fog,2012-12-03 07:00:00,6393,7
